visitorid,itemid,predicted_prob
150582,421987,0.02775174
150586,414460,0.091045566
150593,118337,0.006220576
150651,129834,0.5465655
150651,218612,0.51411074
150651,67336,0.49693018
150651,242007,0.47548515
150651,101558,0.45127362
150675,293383,0.008733698
150704,366070,0.42772725
150704,365787,0.37333488
150704,365787,0.3447535
150713,299677,0.20779206
150751,322955,0.1532434
150770,466021,0.007848433
150774,74959,0.0075323586
150792,154054,0.0036781856
150849,261455,0.77580315
150849,261455,0.7313262
150849,261455,0.7313262
150853,260176,0.19848205
150853,260176,0.19848205
150857,248327,0.1094681
150857,452852,0.056988496
150870,424484,0.019683167
150886,312781,0.075199395
150911,184451,0.0337094
150911,95598,0.010152224
150913,208756,0.007081751
150936,174996,0.09474402
150936,456151,0.09474402
150958,112,0.02959316
151041,109661,0.034294743
151086,407988,0.009487986
151100,370653,0.005433946
151117,202127,0.007926996
151124,279103,0.14133325
151124,413816,0.12321142
151124,161680,0.08741469
151124,34304,0.08741469
151165,255202,0.07397077
151186,9376,0.055652823
151188,207852,0.008875326
151214,28493,0.029311342
151225,53957,0.02693341
151305,199015,0.011728876
151347,211248,0.479873
151347,354812,0.479873
151347,211248,0.479873
151347,354812,0.479873
151347,169226,0.1619074
151349,416012,0.6958388
151349,416012,0.6958388
151349,416012,0.6958388
151349,39773,0.3694816
151365,92750,0.11410163
151477,212672,0.027894503
151491,378479,0.06597108
151498,413921,0.75748616
151498,413921,0.75748616
151498,413921,0.75748616
151498,218646,0.569314
151576,434612,0.050156247
151587,388178,0.12993176
151587,293737,0.09621652
151587,273114,0.076935485
151597,218866,0.049301103
151608,249434,0.060831293
151626,203117,0.2858358
151640,79748,0.4976053
151640,298324,0.4542084
151640,250301,0.42788962
151640,250301,0.42788962
151640,250301,0.42788962
151676,451336,0.006709311
151689,24545,0.01672377
151718,57214,0.013059029
151720,373600,0.13801691
151748,310514,0.68413305
151748,310514,0.6488715
151769,189914,0.008021842
151789,416880,0.24678056
151805,391845,0.12898529
151814,128923,0.013705325
151849,369837,0.14928302
151852,348652,0.012744337
151889,179322,0.12857434
151889,100027,0.08225675
151890,86528,0.11643685
151890,221333,0.11643685
151890,96128,0.11643685
151912,178502,0.44142753
151912,178502,0.44142753
151912,299222,0.33109194
151912,273936,0.31628644
151912,273936,0.31628644
151930,206596,0.017094882
151955,370653,0.0047319205
151958,56323,0.09173457
152019,331804,0.039474346
152029,366897,0.007662861
152030,389634,0.35008338
152030,389634,0.14301303
152034,278082,0.013059029
152044,43485,0.31116936
152073,437382,0.037158318
152111,178946,0.10185104
152134,118752,0.47671148
152134,118752,0.47671148
152134,118752,0.39065424
152134,21237,0.075065985
152134,117716,0.075065985
152163,176379,0.021553542
152164,93818,0.087437704
152164,244571,0.06536085
152174,179094,0.030835167
152183,89997,0.035723515
152198,60980,0.07288466
152198,256310,0.05451634
152203,76135,0.00878372
152215,198711,0.006709311
152245,90578,0.11410163
152257,184233,0.052107967
152280,274801,0.10185104
152282,198061,0.06405151
152282,173253,0.035062637
152397,447503,0.01350123
152407,89675,0.36234397
152407,89675,0.36234397
152467,361360,0.009487986
152468,187809,0.08312307
152485,384843,0.013059029
152493,74670,0.009073034
152525,376621,0.0069554606
152540,413116,0.007662861
152543,258125,0.545166
152543,417647,0.545166
152543,297510,0.25536606
152557,394660,0.0732496
152559,75088,0.60469794
152559,75088,0.60469794
152559,75088,0.60469794
152559,36066,0.5899557
152559,36066,0.5899557
152567,91755,0.044131618
152567,370653,0.034741294
152567,370653,0.033724207
152567,370653,0.033724207
152567,335975,0.02748484
152627,101002,0.02367828
152640,227265,0.008239612
152670,452417,0.01672377
152692,14525,0.08820968
152693,1171,0.4680043
152693,1171,0.4680043
152693,175846,0.38600567
152693,14803,0.2790058
152722,28392,0.01603603
152760,384814,0.033218578
152775,181128,0.01603603
152786,44714,0.223436
152812,365879,0.08994508
152840,371960,0.03149381
152868,160302,0.7954735
152868,430317,0.71024805
152868,11206,0.69946265
152868,11206,0.69946265
152868,430317,0.67730933
152901,105430,0.46950203
152901,31691,0.4183095
152901,31691,0.4183095
152906,188117,0.60244554
152906,188117,0.48463023
152906,408731,0.3138161
152929,142668,0.017750444
152943,16279,0.06084885
153017,137761,0.02693341
153043,446790,0.004688685
153082,89196,0.01956323
153120,49960,0.23207878
153120,49960,0.23207878
153171,358683,0.01603603
153181,121576,0.07329536
153192,454671,0.04048317
153297,399483,0.048337344
153389,217571,0.009487986
153402,298009,0.004542113
153404,30780,0.50800717
153404,361003,0.16817802
153404,29653,0.16817802
153419,341236,0.0069554606
153462,444456,0.0072470387
153485,89586,0.008948051
153502,60881,0.13057193
153502,50969,0.112411745
153527,154281,0.255631
153527,154281,0.24489792
153527,256452,0.06255734
153540,199541,0.008021842
153646,224355,0.022967357
153690,349510,0.005529304
153715,466439,0.07435622
153715,313612,0.07435622
153753,325673,0.030184435
153765,23763,0.0075323586
153789,179601,0.70641494
153789,179601,0.68919873
153803,213608,0.14292708
153803,377217,0.14059396
153803,34608,0.10410525
153832,360096,0.025361868
153863,197685,0.5104714
153863,197685,0.5104714
153863,149672,0.2879529
153881,173298,0.053963922
153953,265966,0.10562154
153965,112153,0.03922275
153977,232824,0.06484123
154000,212636,0.06314337
154000,68892,0.062244363
154010,374302,0.06597108
154097,19535,0.065455526
154104,40313,0.007813231
154114,302239,0.15201096
154114,4001,0.0873097
154117,248327,0.57432634
154117,248327,0.57432634
154123,373648,0.030565917
154164,36210,0.22418237
154164,233974,0.12458537
154164,332634,0.108729966
154164,336480,0.056051042
154165,408933,0.057875134
154176,305496,0.08539417
154263,135661,0.59059995
154263,135661,0.59059995
154291,371722,0.013705325
154313,90688,0.33081737
154313,229504,0.20652607
154313,229504,0.20652607
154317,388210,0.044190448
154344,336966,0.023823464
154348,273940,0.008733698
154372,68395,0.0668794
154426,436094,0.06183934
154454,249434,0.7907829
154454,249434,0.7907829
154454,249434,0.7907829
154454,249434,0.7907829
154454,249434,0.7907829
154484,189937,0.042387296
154564,142466,0.06273513
154585,450903,0.077115
154587,361103,0.053175937
154606,429101,0.007926996
154616,263888,0.007813231
154638,108083,0.7688574
154638,108083,0.7688574
154638,108083,0.7688574
154638,108083,0.7688574
154638,108083,0.7688574
154692,20187,0.057841033
154784,359375,0.8369659
154784,359375,0.8319719
154784,359375,0.8319719
154800,78081,0.08192017
154812,241274,0.36662048
154812,93502,0.31167898
154812,93502,0.31167898
154812,190453,0.28371018
154848,256842,0.06139303
154848,111974,0.021212198
154867,415081,0.08046736
154877,144928,0.01925688
154911,140156,0.04298018
154926,204864,0.027356846
154949,74904,0.14966601
154949,347608,0.060427245
155006,227245,0.54071826
155006,227245,0.54071826
155006,227245,0.54071826
155006,292274,0.11241116
155013,272162,0.02693341
155034,417059,0.061797783
155046,299038,0.23648864
155046,294399,0.17109478
155046,410928,0.04190943
155046,122336,0.04190943
155073,85772,0.008948051
155085,309821,0.5574022
155085,309821,0.5394521
155085,309821,0.5394521
155085,259669,0.4088342
155085,195453,0.3787431
155103,2558,0.02703472
155114,2897,0.025361868
155126,321850,0.046710845
155126,428827,0.0415315
155141,76988,0.007926996
155230,264897,0.030835167
155299,267489,0.0075323586
155324,226374,0.019668886
155352,440441,0.030167153
155379,312711,0.063016504
155384,253782,0.10185104
155417,445308,0.43225873
155417,208975,0.2241089
155417,208975,0.2241089
155446,129523,0.0062744375
155526,79057,0.10185104
155547,42002,0.103525944
155558,379520,0.14363217
155590,332018,0.6029408
155590,332018,0.6029408
155590,6163,0.45416504
155590,6163,0.45416504
155590,447964,0.4478547
155630,87547,0.007926996
155662,128367,0.3846598
155662,128367,0.3846598
155683,259105,0.061229557
155707,243376,0.07353322
155712,270992,0.009487986
155739,106228,0.0074576777
155794,141625,0.087318994
155844,255363,0.057382286
155879,155050,0.83131826
155879,271268,0.83131826
155879,271268,0.83131826
155879,155050,0.83131826
155879,155050,0.83131826
155886,459359,0.007902662
155893,213928,0.009487986
155896,343037,0.5623348
155896,343037,0.5623348
155896,343037,0.5012829
155896,343037,0.42518994
155896,343037,0.40317726
155898,421526,0.01603603
155921,35913,0.040485837
155943,269140,0.6562061
155943,237422,0.35119957
155943,105149,0.32143533
155946,329131,0.30432707
155946,329131,0.30432707
155961,316472,0.08719397
155961,215063,0.044120125
155974,230841,0.061655946
155978,212767,0.72781324
155978,212767,0.72781324
155978,414241,0.7161426
155978,414241,0.7161426
155978,414241,0.7161426
155982,221198,0.007662861
156004,81843,0.007926996
156009,279457,0.8740279
156009,279457,0.8716332
156009,279457,0.8716332
156019,141491,0.10539496
156019,316417,0.035062637
156035,357054,0.23711288
156129,439455,0.06466068
156133,152908,0.13348599
156133,267570,0.11340186
156155,248807,0.018781899
156213,454027,0.012603682
156256,141505,0.014139846
156273,432925,0.87076485
156273,432925,0.87076485
156273,432925,0.86164033
156273,432925,0.86164033
156273,432925,0.86164033
156283,387318,0.062260535
156285,41844,0.23207878
156285,41844,0.23207878
156288,301324,0.12714557
156328,383648,0.020115137
156339,303473,0.10674214
156351,64002,0.081973076
156388,133670,0.013749547
156421,128473,0.004688685
156451,183677,0.01350123
156457,407230,0.012086782
156477,246399,0.37599802
156477,246399,0.37599802
156477,461638,0.24447927
156477,376365,0.24447927
156477,221893,0.13481857
156549,439821,0.01956323
156593,346203,0.071090184
156621,266788,0.0036781856
156633,62603,0.005529304
156637,379390,0.057265338
156637,293038,0.041971765
156645,195490,0.06374788
156837,44066,0.030835167
156846,77350,0.072843395
156858,352705,0.11158726
156858,304214,0.018455638
156904,197766,0.068759724
156959,256164,0.03450453
156973,197394,0.5750662
156973,197394,0.5750662
156998,334370,0.07212822
157024,318510,0.039474346
157034,256039,0.02425411
157042,357369,0.022888592
157055,334197,0.0075323586
157097,382567,0.10185104
157137,344616,0.5093274
157137,354709,0.45333722
157137,396336,0.26109627
157137,396336,0.25759545
157137,190421,0.2071485
157150,146448,0.10779702
157180,128725,0.080575936
157185,380645,0.0074576777
157248,167297,0.11410163
157271,420237,0.006091583
157331,2135,0.16829129
157335,302226,0.045254804
157339,221329,0.07336759
157419,150185,0.89010674
157419,150185,0.89010674
157419,150185,0.89010674
157419,135703,0.88846874
157419,135703,0.88846874
157429,141241,0.04048317
157457,456262,0.06398616
157459,362606,0.062153846
157503,231994,0.007848433
157521,289633,0.061165318
157544,279531,0.8227178
157544,279531,0.8227178
157544,279531,0.8227178
157544,279531,0.8227178
157624,32971,0.06368404
157655,53255,0.04604387
157663,426337,0.0062744375
157691,402614,0.02959316
157696,69974,0.046558198
157717,367682,0.00878372
157746,431090,0.1859823
157746,155342,0.14014147
157746,155342,0.14014147
157746,180477,0.106115386
157746,288034,0.106115386
157824,415329,0.24616396
157824,176113,0.22254959
157824,12765,0.15061924
157824,60321,0.06273576
157825,376762,0.06136831
157825,237928,0.033006463
157828,276245,0.23182335
157871,303704,0.032156304
157899,410819,0.068934016
157953,375705,0.012603682
157954,143486,0.007523787
157962,157680,0.70369166
157962,157680,0.70369166
157962,157680,0.70369166
157991,335565,0.005077088
158008,88606,0.03127521
158028,457968,0.27859673
158071,339477,0.023823464
158090,10572,0.82089865
158090,10572,0.82089865
158090,10572,0.8177158
158090,10572,0.8177158
158094,125029,0.038019665
158095,438823,0.39587474
158095,91116,0.39221308
158095,294064,0.29735592
158095,231484,0.20524737
158095,113281,0.109284215
158096,295785,0.4079421
158096,295785,0.38784117
158096,181673,0.36278445
158096,154413,0.26357168
158135,122114,0.007175856
158149,25549,0.11340186
158149,247985,0.08225675
158153,433824,0.023732428
158177,267050,0.5990805
158177,267050,0.5990805
158177,14200,0.2529275
158203,429692,0.007813231
158209,425682,0.048686467
158270,91724,0.005077088
158271,300235,0.013749547
158277,352298,0.0072815455
158286,85447,0.07980885
158291,287017,0.049298197
158310,107042,0.09620236
158333,32137,0.24678056
158368,86510,0.057382286
158373,376415,0.017999299
158451,62799,0.60010564
158451,62799,0.60010564
158457,150991,0.13759637
158457,159822,0.112745576
158508,111231,0.01012467
158509,293946,0.021904435
158554,88886,0.057088245
158554,393142,0.055870853
158615,460083,0.344261
158615,33686,0.344261
158621,448044,0.021369072
158667,110151,0.85590345
158667,110151,0.85590345
158667,110151,0.802876
158673,318117,0.07404866
158677,381653,0.07065381
158693,132090,0.0062744375
158713,24913,0.009394099
158738,55402,0.7947577
158738,55402,0.79457796
158738,55402,0.78870475
158751,343988,0.0075323586
158756,332367,0.10185104
158776,405548,0.029661711
158780,342530,0.25937897
158793,65003,0.005529304
158801,407837,0.052144695
158854,284661,0.5088645
158854,284661,0.5088645
158856,93367,0.086988054
158878,9129,0.03933808
158895,35255,0.4186315
158907,332734,0.007662861
159050,419362,0.0150978705
159055,256852,0.1356556
159055,346106,0.08908298
159074,57941,0.09302783
159103,428034,0.0026629497
159104,335752,0.12840804
159104,463379,0.057335027
159145,464954,0.029522134
159154,141172,0.612468
159154,141172,0.5861783
159175,239505,0.006633294
159181,413990,0.6924562
159181,413990,0.6924562
159200,103221,0.19271275
159200,339939,0.17612065
159200,428827,0.12206896
159214,462555,0.097171165
159215,460980,0.0072815455
159232,316472,0.11347325
159234,460525,0.018173737
159263,182642,0.41564527
159263,182642,0.41564527
159270,381599,0.006091583
159274,50367,0.15016435
159274,63312,0.12540029
159274,302149,0.10832003
159286,232172,0.10903154
159298,354676,0.038301557
159304,461702,0.51289874
159304,461702,0.51289874
159304,461702,0.51289874
159304,86704,0.081023104
159305,367975,0.07159126
159322,158524,0.008075429
159385,228907,0.048337344
159417,415515,0.008239612
159437,411198,0.019327702
159448,459325,0.087816164
159490,207572,0.45023358
159490,207572,0.45023358
159490,150217,0.4056977
159526,148893,0.01350123
159538,159575,0.008948051
159563,109534,0.057382286
159568,387075,0.033218578
159576,388356,0.53645283
159576,388356,0.53645283
159603,277550,0.021523884
159620,299347,0.031608842
159627,86986,0.00878372
159665,108855,0.048938632
159682,431800,0.007523787
159693,248959,0.03933808
159754,454021,0.008948051
159785,237422,0.84155816
159785,237422,0.84155816
159785,237422,0.84155816
159785,237422,0.84155816
159790,102229,0.05256167
159797,341037,0.4756891
159797,341037,0.4756891
159835,57181,0.08466783
159884,62023,0.03933808
159900,320494,0.6872913
159900,320494,0.6872913
159900,370360,0.6562709
159900,320494,0.6365391
159900,315545,0.5822623
159901,34520,0.018103527
159925,412917,0.052397
159965,233243,0.2679874
159965,438825,0.22268164
159965,107165,0.1446265
159975,16082,0.00878372
160018,367667,0.1097956
160018,334536,0.053143784
160024,452448,0.007926996
160041,78078,0.27101156
160041,422308,0.13925192
160050,131711,0.00897902
160106,197551,0.019327702
160113,208262,0.05881119
160129,365513,0.026930442
160167,52330,0.2517633
160167,52330,0.2517633
160167,218498,0.21816127
160172,161750,0.007902662
160199,360678,0.022376481
160229,176648,0.059460383
160237,347810,0.03908988
160254,234255,0.016856045
160319,134837,0.0075323586
160358,431090,0.06722802
160365,244924,0.07471827
160425,312687,0.01956323
160428,403645,0.66181225
160428,403645,0.66181225
160428,403645,0.66181225
160428,403645,0.66181225
160428,196484,0.62212443
160434,318333,0.8523251
160434,318333,0.8523251
160455,283896,0.01530624
160461,59796,0.013749547
160470,133929,0.52253205
160470,133929,0.52253205
160531,119159,0.007662861
160536,131882,0.5861783
160536,131882,0.5861783
160537,381613,0.7747921
160537,381613,0.770558
160544,196486,0.0072470387
160570,223608,0.007673459
160593,241275,0.81356424
160593,241275,0.81356424
160593,241275,0.81356424
160653,130385,0.01956323
160659,443590,0.031580806
160674,94355,0.1840912
160674,94355,0.1840912
160749,78808,0.042840913
160807,391289,0.09797506
160807,280375,0.09779617
160809,9376,0.1374492
160809,144704,0.06875115
160820,76971,0.083979204
160820,272725,0.06139303
160826,216025,0.030835167
160834,306154,0.06921715
160842,334431,0.44879544
160842,334431,0.22879077
160859,274445,0.11735874
160859,67472,0.068017416
160884,277882,0.039916724
160908,120491,0.0150978705
160931,340965,0.005529304
160962,274798,0.095733166
160962,359251,0.039812855
160991,237963,0.008875326
161002,284547,0.09165082
161002,132683,0.082161516
161060,4912,0.06183934
161091,410582,0.7566827
161091,410582,0.7566827
161091,410582,0.7566827
161091,410582,0.7566827
161091,410582,0.7566827
161104,296889,0.051431768
161109,114256,0.23978756
161109,250547,0.1476063
161109,448127,0.12858662
161148,131805,0.02367828
161152,62943,0.49912393
161152,62943,0.44352493
161152,62943,0.39490643
161206,365832,0.5277654
161206,465226,0.49834687
161206,325256,0.3981988
161206,226192,0.3981988
161206,404927,0.38724735
161259,380511,0.0840668
161282,23570,0.057382286
161311,357285,0.013300137
161327,45402,0.052503634
161329,203299,0.007175856
161361,79380,0.03933808
161378,79024,0.021555739
161399,213277,0.008075429
161405,152908,0.019683167
161416,303055,0.56243294
161416,303055,0.49622253
161418,102757,0.22014043
161440,143446,0.033290964
161502,138427,0.01763758
161529,164035,0.8720453
161529,164035,0.8720453
161529,164035,0.8720453
161531,427229,0.11410163
161616,291774,0.54933184
161616,291774,0.54933184
161643,248983,0.12229766
161645,162129,0.0795897
161676,234033,0.5271289
161676,234033,0.5271289
161676,234033,0.5271289
161676,119547,0.5138443
161676,441645,0.44599482
161712,96182,0.061555933
161721,97132,0.59119403
161721,97132,0.59119403
161721,97132,0.59119403
161721,201546,0.491032
161721,201546,0.491032
161722,200977,0.6112401
161722,200977,0.48126784
161726,241441,0.17059593
161773,231243,0.0839876
161782,377046,0.03257086
161785,235771,0.47737488
161785,391289,0.3962554
161785,298868,0.3190755
161785,298868,0.3190755
161785,83837,0.18917704
161788,354745,0.026505684
161814,443147,0.097171165
161817,359161,0.16970322
161830,426684,0.039652463
161844,99786,0.062348206
161851,421987,0.117773235
161877,223814,0.0075323586
161880,117067,0.03127521
161896,214712,0.25218612
161896,214712,0.25218612
161916,242620,0.02693341
161946,317464,0.027194778
161947,244463,0.0133171
161958,160272,0.045624558
161985,312577,0.007673459
161990,133753,0.10185104
161994,268335,0.40774524
162000,321631,0.081147864
162036,413556,0.013059029
162045,355928,0.02839592
162054,400231,0.0052534016
162078,266436,0.018138846
162092,353653,0.007081751
162122,277762,0.023795964
162158,142466,0.013543987
162203,64070,0.09765591
162217,96369,0.029201696
162234,309457,0.08908298
162234,357531,0.063048944
162243,87338,0.00878372
162266,157460,0.05386771
162271,39067,0.006633294
162325,347181,0.015082159
162359,112706,0.0072815455
162361,342021,0.011113771
162373,271755,0.008021842
162376,444920,0.5607275
162376,444920,0.5607275
162446,47647,0.32388234
162446,155299,0.17079687
162446,407866,0.12885319
162449,152352,0.2525427
162449,152352,0.2525427
162451,281749,0.04929334
162462,260138,0.012603682
162513,170157,0.5539525
162513,170157,0.5539525
162527,8145,0.007848433
162547,189381,0.088272154
162563,391820,0.0150978705
162604,71068,0.014660624
162717,225778,0.025172574
162801,274206,0.022376481
162815,1684,0.8374944
162815,1684,0.8374944
162815,1684,0.8374944
162830,156522,0.009487986
162865,19572,0.5061814
162865,19572,0.5061814
162908,119736,0.31119674
162908,409804,0.23413391
162942,343232,0.008021842
162969,41450,0.052397
162970,157492,0.5561881
162970,157492,0.5561881
162999,175474,0.45436794
162999,175474,0.35324094
163001,68607,0.7426597
163001,68607,0.7352872
163001,68607,0.72996473
163007,78922,0.03257086
163012,286177,0.35008338
163012,286177,0.16468431
163015,177635,0.30432707
163015,177635,0.21703252
163033,259884,0.07481622
163049,38965,0.7828465
163049,38965,0.7828465
163049,38965,0.7828465
163049,38965,0.7828465
163049,38965,0.7828465
163103,159079,0.02959316
163118,73270,0.031580806
163154,457611,0.058051173
163214,350629,0.33197385
163214,444451,0.23696414
163214,444451,0.09285936
163228,89044,0.034000065
163239,117942,0.0480035
163241,255904,0.02693341
163250,237021,0.74299675
163250,237021,0.74299675
163250,82465,0.69183326
163250,82465,0.69183326
163250,82465,0.69183326
163252,176671,0.026132727
163253,119736,0.085220635
163253,175605,0.025908634
163307,206364,0.0133171
163342,229204,0.07828941
163344,252068,0.10282061
163421,872,0.005529304
163442,265783,0.007673459
163470,142338,0.07353322
163495,161773,0.020115137
163504,197694,0.008075429
163539,115088,0.07674946
163540,126098,0.007926996
163547,215784,0.029201696
163561,206925,0.8865729
163561,206925,0.8865729
163561,206925,0.8865729
163561,206925,0.8865729
163561,206925,0.8865729
163568,108458,0.13826653
163587,95185,0.0048054294
163592,455804,0.09272193
163615,54875,0.025908286
163636,111514,0.020115137
163661,296790,0.06150246
163661,282310,0.050587963
163674,216678,0.04105919
163688,417464,0.06433579
163689,104969,0.00369773
163708,126332,0.0808064
163725,189764,0.5703918
163725,189764,0.5703918
163725,110517,0.2605021
163742,297858,0.85148144
163742,297858,0.85148144
163742,297858,0.85148144
163744,148360,0.5749027
163744,148360,0.5505283
163769,161026,0.04519529
163770,149407,0.05590716
163770,110994,0.02887086
163784,69816,0.0052534016
163801,441668,0.0787301
163858,336360,0.061555933
163881,33987,0.007175856
163905,42002,0.8307957
163905,42002,0.8307957
163905,42002,0.8307957
163905,42002,0.8307957
163905,42002,0.8307957
163932,134788,0.71720415
163932,134788,0.71720415
163932,134788,0.7133118
163932,132863,0.43564248
163995,391013,0.025704736
164009,133895,0.058533415
164009,212216,0.03258909
164060,86191,0.06880649
164060,27494,0.060963493
164080,214790,0.13251969
164081,36677,0.013973971
164101,410905,0.038628504
164111,248223,0.10185104
164126,2558,0.029133203
164135,104153,0.10185104
164186,215203,0.017865488
164220,4596,0.029998776
164223,458122,0.65144414
164223,458122,0.65144414
164223,458122,0.65144414
164223,458122,0.65144414
164223,398214,0.22252208
164249,125322,0.0052812714
164268,66051,0.009487986
164293,310240,0.005529304
164296,39675,0.033218578
164297,60212,0.0069554606
164306,350877,0.51780456
164306,350877,0.48028556
164306,466735,0.37651
164306,376064,0.18725914
164306,160333,0.14213267
164317,200180,0.044588335
164335,423193,0.007902662
164346,191791,0.0036781856
164358,132845,0.13264565
164358,380014,0.064382546
164413,240616,0.017750444
164418,93335,0.007848433
164449,404674,0.07855941
164474,104311,0.06741192
164485,44315,0.7014133
164485,242022,0.6710724
164485,294089,0.64621073
164485,234493,0.64401424
164485,234493,0.63716465
164497,174265,0.59268665
164497,174265,0.5448385
164532,256695,0.03408627
164545,100741,0.05254834
164547,418746,0.4455886
164547,418746,0.4455886
164547,294399,0.33782974
164547,393598,0.28271806
164547,62417,0.27019066
164548,318995,0.024236597
164576,69408,0.008733698
164627,458734,0.012603682
164631,39878,0.008075429
164663,259827,0.0062744375
164664,463280,0.019823143
164672,98021,0.070334055
164678,361818,0.24086499
164708,23828,0.034737486
164710,113935,0.12237534
164713,293642,0.0038716816
164726,352082,0.02724105
164741,334687,0.011113771
164748,448111,0.05009979
164748,192876,0.047900856
164764,209994,0.05910743
164765,372328,0.049738787
164797,463951,0.01603603
164880,166437,0.053669866
164883,119670,0.14925277
164907,148477,0.042840913
164957,371302,0.024236597
164994,158528,0.012744337
165022,370586,0.76949143
165022,370586,0.76949143
165022,370586,0.7624111
165022,285815,0.70792687
165022,285815,0.70792687
165024,354233,0.016650973
165047,308041,0.22206539
165054,444666,0.045732606
165059,73641,0.014139846
165069,187719,0.03169744
165094,156571,0.05386771
165117,426830,0.1517347
165117,289432,0.10539496
165136,72093,0.034258157
165168,391992,0.35252294
165168,391992,0.35252294
165169,277298,0.06597108
165177,410582,0.08104674
165210,137197,0.01603603
165252,54431,0.048620593
165272,9970,0.024547454
165279,168240,0.006633294
165323,50461,0.006091583
165324,465951,0.07019167
165350,85276,0.0072815455
165377,378151,0.011113771
165381,258508,0.03765812
165407,288804,0.012086782
165591,291877,0.06361289
165647,74748,0.042840913
165685,175921,0.08942546
165685,314995,0.025768643
165699,211917,0.0038716816
165724,261424,0.573843
165724,261424,0.48363197
165755,107229,0.062464762
165755,462664,0.062464762
165777,256252,0.01956323
165796,19356,0.028444327
165849,160272,0.8277364
165849,160272,0.8277364
165868,1981,0.5177906
165868,1981,0.5177906
165943,391512,0.048194002
166007,333183,0.12018078
166007,414150,0.06402025
166044,452755,0.07353501
166044,399484,0.07353501
166075,245616,0.16468431
166075,245616,0.1003534
166081,433759,0.5382161
166081,433759,0.5382161
166102,353941,0.43105355
166102,353941,0.38209924
166102,239333,0.12941396
166102,86497,0.11066926
166153,221084,0.13350318
166153,263217,0.110667035
166173,112277,0.83427393
166173,112277,0.83427393
166173,112277,0.83427393
166173,112277,0.83427393
166173,112277,0.83427393
166185,374234,0.100998506
166244,238369,0.0075323586
166258,402455,0.39436206
166258,113440,0.3738637
166258,268243,0.28203344
166258,268243,0.28203344
166260,450276,0.23207878
166260,450276,0.2291078
166283,137787,0.5010045
166283,290628,0.5010045
166283,330395,0.3885942
166283,344388,0.36818585
166283,459340,0.3148031
166303,26360,0.06597108
166310,119404,0.00878372
166315,303145,0.013300137
166333,290141,0.007926996
166377,216044,0.12569052
166377,268784,0.11900499
166377,447544,0.1065798
166396,34945,0.2506518
166396,271151,0.21066496
166396,419215,0.20705602
166396,62676,0.1370609
166442,354233,0.12673815
166442,158666,0.01869921
166464,186112,0.038777098
166536,165066,0.007523787
166545,146486,0.095933445
166562,342254,0.03435234
166577,276245,0.04608368
166577,385892,0.04386442
166597,309778,0.5076549
166597,309778,0.39696804
166597,309778,0.39696804
166608,241120,0.007926996
166692,254861,0.13941805
166692,368841,0.122411154
166693,75812,0.007175856
166722,151444,0.014362152
166750,207847,0.011113771
166776,415653,0.1542193
166797,197600,0.01350123
166812,118856,0.07241965
166828,48615,0.06381623
166829,223080,0.46976855
166829,223080,0.46976855
166849,122750,0.7286722
166849,122750,0.7108537
166849,122750,0.68911827
166885,280552,0.014150165
166912,91215,0.025869794
166945,134248,0.10185104
166978,204874,0.09065233
167019,170398,0.009487986
167034,58638,0.022372164
167126,253615,0.027082592
167178,248262,0.26716292
167178,269716,0.20724136
167178,116703,0.20270537
167178,330920,0.13703372
167178,148591,0.13703372
167186,75043,0.19049536
167186,75043,0.13042712
167225,165996,0.45443854
167225,165996,0.45443854
167227,29890,0.018757472
167267,201632,0.026676305
167271,413566,0.02939782
167280,289633,0.07542238
167290,432183,0.35137454
167290,236416,0.24780372
167290,165544,0.16016729
167290,165544,0.16016729
167412,21718,0.018173737
167437,399053,0.051762637
167468,334920,0.030202791
167489,374554,0.80278206
167489,374554,0.80278206
167489,374554,0.80278206
167489,374554,0.7872374
167489,374554,0.7645059
167499,103413,0.044071756
167528,198591,0.006091583
167551,180128,0.039021827
167556,400873,0.03393793
167588,194207,0.0048054294
167647,372321,0.0069188173
167648,326119,0.032256
167661,71053,0.06183934
167673,205605,0.09597608
167698,232897,0.5377392
167698,232897,0.5377392
167705,107550,0.06691264
167713,156655,0.009073034
167715,214164,0.0096653635
167753,412898,0.040154167
167768,360513,0.018781899
167845,141328,0.66823673
167845,141328,0.66823673
167845,141328,0.66823673
167857,13690,0.3776101
167857,13690,0.3776101
167872,286108,0.013939571
167920,2634,0.07159126
167961,383285,0.06611888
168062,418698,0.008948051
168069,257773,0.13768424
168069,232123,0.13768424
168109,343540,0.16233043
168109,343540,0.16233043
168153,167798,0.017999299
168154,8361,0.048337344
168155,210846,0.13736145
168155,260817,0.07715005
168217,271650,0.008021842
168301,445800,0.008948051
168325,237971,0.012744337
168343,45121,0.037440106
168377,310534,0.056905024
168382,212122,0.006091583
168414,230998,0.076912686
168426,420960,0.76874834
168426,420960,0.76874834
168426,420960,0.76874834
168426,420960,0.76874834
168483,272527,0.0026629497
168489,461686,0.03722038
168502,63092,0.033591423
168521,302112,0.42997324
168521,302112,0.42997324
168558,148731,0.023464257
168568,306739,0.06903529
168585,254880,0.4186315
168586,253369,0.028864069
168592,384410,0.16468431
168592,384410,0.16468431
168604,48696,0.036136262
168634,277264,0.018551027
168660,89116,0.50017774
168660,89116,0.2760315
168660,300802,0.24417438
168668,282516,0.026132727
168685,111530,0.9295833
